title,link,date,source,country,language,translated_title,number_of_characters_title,number_of_words_title,day_of_week,month,year,quarter,is_weekend,is_holiday,source_type,final_redirected_URL,domain_of_URL,subdomain_of_URL,URL_depth,top_level_domain,url_length,author,compound,vader_sentiment,summary
Jeffrey Katzenberg: AI Will Drastically Cut Number of Workers It Takes to Make Animated Movies - Hollywood Reporter,https://news.google.com/rss/articles/CBMid2h0dHBzOi8vd3d3LmhvbGx5d29vZHJlcG9ydGVyLmNvbS9idXNpbmVzcy9kaWdpdGFsL2plZmZyZXkta2F0emVuYmVyZy1haS1lbnRlcnRhaW5tZW50LWFuaW1hdGlvbi1wcmVkaWN0aW9uLTEyMzU2NDMzMTEv0gF7aHR0cHM6Ly93d3cuaG9sbHl3b29kcmVwb3J0ZXIuY29tL2J1c2luZXNzL2RpZ2l0YWwvamVmZnJleS1rYXR6ZW5iZXJnLWFpLWVudGVydGFpbm1lbnQtYW5pbWF0aW9uLXByZWRpY3Rpb24tMTIzNTY0MzMxMS9hbXAv?oc=5,2023-11-09,Hollywood Reporter,US,en,jeffrey katzenberg ai will drastically cut number of workers it takes to make animated movies  hollywood reporter,98,18,Thursday,11,2023,4,False,False,Other,https://www.hollywoodreporter.com/business/digital/jeffrey-katzenberg-ai-entertainment-animation-prediction-1235643311/,www.hollywoodreporter.com,www,4,com,119,['Alex Weprin'],-0.2023,negative,"DreamWorks founder Jeffrey Katzenberg predicts that generative artificial intelligence will cut the cost of animated films by 90 percent. ""It took 500 artists five years to make a world-class animated movie,"" he said. ""I don't think it will take 10 percent of that [with AI],"" he added."
AI ethicist says 'threatening' tech can actually lead to 'human ... - Pittsburgh Post-Gazette,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LnBvc3QtZ2F6ZXR0ZS5jb20vYnVzaW5lc3MvdGVjaC1uZXdzLzIwMjMvMTEvMDkvYWktZXRoaWNpc3QtY211LWR1cXVlc25lLW5pdGEtZmFyYWhhbnkvc3Rvcmllcy8yMDIzMTEwODAwNTfSAQA?oc=5,2023-11-09,Pittsburgh Post-Gazette,US,en,ai ethicist says threatening tech can actually lead to human   pittsburgh postgazette,80,14,Thursday,11,2023,4,False,False,News Outlet,https://www.post-gazette.com/business/tech-news/2023/11/09/ai-ethicist-cmu-duquesne-nita-farahany/stories/202311080057,www.post-gazette.com,www,8,com,118,[],-0.5267,negative,summarize:    “I’ll be in touch with you soon.”  “What’s next?” you ask. “I want to know where you’re going.’ ““What do you want to do?’” “Tell me what you think.“” I’d like to hear from you. What do you think?�
Like horses laid off by the car: BT tech chief’s AI job losses analogy draws anger - The Guardian,https://news.google.com/rss/articles/CBMigwFodHRwczovL3d3dy50aGVndWFyZGlhbi5jb20vdGVjaG5vbG9neS8yMDIzL25vdi8wOS9saWtlLWhvcnNlcy1sYWlkLW9mZi1ieS10aGUtY2FyLWJ0LXRlY2gtY2hpZWZzLWFpLWpvYi1sb3NzZXMtYW5hbG9neS1kcmF3cy1hbmdlctIBgwFodHRwczovL2FtcC50aGVndWFyZGlhbi5jb20vdGVjaG5vbG9neS8yMDIzL25vdi8wOS9saWtlLWhvcnNlcy1sYWlkLW9mZi1ieS10aGUtY2FyLWJ0LXRlY2gtY2hpZWZzLWFpLWpvYi1sb3NzZXMtYW5hbG9neS1kcmF3cy1hbmdlcg?oc=5,2023-11-09,The Guardian,US,en,like horses laid off by the car bt tech chiefs ai job losses analogy draws anger  the guardian,79,19,Thursday,11,2023,4,False,False,News Outlet,https://www.theguardian.com/technology/2023/nov/09/like-horses-laid-off-by-the-car-bt-tech-chiefs-ai-job-losses-analogy-draws-anger,www.theguardian.com,www,5,com,131,['Heather Stewart'],-0.5994,negative,"Harmeen Mehta compared human workers with 'beasts of burden' and denigrated right to strike. BT revealed in May that it plans to cut 55,000 jobs by 2030, more than 40% of its global workforce, with 10,000 being replaced by AI."
Cruise's driverless car accident underlines the risks of AI - Financial Times,https://news.google.com/rss/articles/CBMiP2h0dHBzOi8vd3d3LmZ0LmNvbS9jb250ZW50LzM0NWMxZGZkLWIwOGMtNDRiNi04MWI0LWMwYmY4YTQ2YTQzZtIBAA?oc=5,2023-11-09,Financial Times,US,en,cruises driverless car accident underlines the risks of ai  financial times,66,12,Thursday,11,2023,4,False,False,News Outlet,https://www.ft.com/content/345c1dfd-b08c-44b6-81b4-c0bf8a46a43f,www.ft.com,www,2,com,63,[],-0.6369,negative,Pay a year upfront and save 20%. Then $199 for 12 months. Insight and expertise in your hands with the iconic FT print edition. See why over a million readers pay to read the Financial Times. International edition delivered Monday to Saturday.
SoftBank Group says it will invest 'cautiously' in AI as first-half loss ... - Nikkei Asia,https://news.google.com/rss/articles/CBMieGh0dHBzOi8vYXNpYS5uaWtrZWkuY29tL0J1c2luZXNzL1NvZnRCYW5rMi9Tb2Z0QmFuay1Hcm91cC1zYXlzLWl0LXdpbGwtaW52ZXN0LWNhdXRpb3VzbHktaW4tQUktYXMtZmlyc3QtaGFsZi1sb3NzLXdpZGVuc9IBAA?oc=5,2023-11-09,Nikkei Asia,US,en,softbank group says it will invest cautiously in ai as firsthalf loss   nikkei asia,75,16,Thursday,11,2023,4,False,False,Other,https://asia.nikkei.com/Business/SoftBank2/SoftBank-Group-says-it-will-invest-cautiously-in-AI-as-first-half-loss-widens,asia.nikkei.com,asia,3,com,120,[],-0.3182,negative,"SoftBank Group says it is ""cautiously"" restarting its investments in artificial intelligence-related companies. Chief Financial Officer Yoshimitsu Goto: ""We are entering the investment mode"" SoftBank is still considering ""very carefully"" where to put its money, he added."
OpenAI battles DDoS against its API and ChatGPT services - AI News,https://news.google.com/rss/articles/CBMiaGh0dHBzOi8vd3d3LmFydGlmaWNpYWxpbnRlbGxpZ2VuY2UtbmV3cy5jb20vMjAyMy8xMS8wOS9vcGVuYWktYmF0dGxlcy1kZG9zLWFnYWluc3QtYXBpLWNoYXRncHQtc2VydmljZXMv0gEA?oc=5,2023-11-09,AI News,US,en,openai battles ddos against its api and chatgpt services  ai news,55,12,Thursday,11,2023,4,False,False,News Outlet,https://www.artificialintelligence-news.com/2023/11/09/openai-battles-ddos-against-api-chatgpt-services/,www.artificialintelligence-news.com,www,5,com,104,[],-0.3818,negative,0
AI Predicts Sudden Cardiac Death and Cardiovascular Risk - HospiMedica,https://news.google.com/rss/articles/CBMiemh0dHBzOi8vd3d3Lmhvc3BpbWVkaWNhLmNvbS9jcml0aWNhbC1jYXJlL2FydGljbGVzLzI5NDc5OTIzMy9haS1wcmVkaWN0cy1zdWRkZW4tY2FyZGlhYy1kZWF0aC1hbmQtY2FyZGlvdmFzY3VsYXItcmlzay5odG1s0gGBAWh0dHBzOi8vbW9iaWxlLmhvc3BpbWVkaWNhLmNvbS9jcml0aWNhbC1jYXJlL2FydGljbGVzLzI5NDc5OTIzMy9haS1wcmVkaWN0cy1zdWRkZW4tY2FyZGlhYy1kZWF0aC1hbmQtY2FyZGlvdmFzY3VsYXItcmlzay5hbXAuaHRtbA?oc=5,2023-11-09,HospiMedica,US,en,ai predicts sudden cardiac death and cardiovascular risk  hospimedica,61,10,Thursday,11,2023,4,False,False,Other,https://www.hospimedica.com/critical-care/articles/294799233/ai-predicts-sudden-cardiac-death-and-cardiovascular-risk.html,www.hospimedica.com,www,4,com,122,['Hospimedica International'],-0.7184,negative,"Recent breakthroughs in artificial intelligence (AI) have led to promising developments in the healthcare sector. At the American Heart Association’s Scientific Sessions 2023, researchers presented two studies showcasing the potential of AI in these areas. One study demonstrated that an AI system, when analyzing audio data from a digital stethoscope, outperformed healthcare professionals in detecting heart valve disease. Another study showed the capability of an AI-based deep learning program to assess eye images for evaluating the risk of cardiovascular"
Generative AI: It's not just for the big guys – Blocks and Files - Blocks & Files,https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vYmxvY2tzYW5kZmlsZXMuY29tLzIwMjMvMTEvMDkvZ2VuZXJhdGl2ZS1haS1pdHMtbm90LWp1c3QtZm9yLXRoZS1iaWctZ3V5cy_SAQA?oc=5,2023-11-09,Blocks & Files,US,en,generative ai its not just for the big guys  blocks and files  blocks  files,65,17,Thursday,11,2023,4,False,False,Other,https://blocksandfiles.com/2023/11/09/generative-ai-its-not-just-for-the-big-guys/,blocksandfiles.com,blocksandfiles,5,com,82,['Martin Courtney'],-0.4215,negative,0
AI Risks in Fintech: 10 AI Challenges Fintechs Still Struggle With - Finance Magnates,https://news.google.com/rss/articles/CBMiamh0dHBzOi8vd3d3LmZpbmFuY2VtYWduYXRlcy5jb20vZmludGVjaC9haS1yaXNrcy1pbi1maW50ZWNoLTEwLWFpLWNoYWxsZW5nZXMtZmludGVjaHMtc3RpbGwtc3RydWdnbGUtd2l0aC_SAW5odHRwczovL3d3dy5maW5hbmNlbWFnbmF0ZXMuY29tL2ZpbnRlY2gvYWktcmlza3MtaW4tZmludGVjaC0xMC1haS1jaGFsbGVuZ2VzLWZpbnRlY2hzLXN0aWxsLXN0cnVnZ2xlLXdpdGgvYW1wLw?oc=5,2023-11-09,Finance Magnates,US,en,ai risks in fintech  ai challenges fintechs still struggle with  finance magnates,72,14,Thursday,11,2023,4,False,False,Other,https://www.financemagnates.com/fintech/ai-risks-in-fintech-10-ai-challenges-fintechs-still-struggle-with/,www.financemagnates.com,www,3,com,106,"['About The Author', 'Pedro Ferreira']",-0.4767,negative,"Artificial Intelligence (AI) stands as the bedrock of innovation in the Fintech industry. Yet, inherent risks threaten tocompromise the industry's core values. In this article, we explore ten instances of how AI poses risks to the industry. We also propose strategic solutions to navigate these challenges effectively."
Generative AI is confusing Google - The Atlantic,https://news.google.com/rss/articles/CBMiWmh0dHBzOi8vd3d3LnRoZWF0bGFudGljLmNvbS9uZXdzbGV0dGVycy9hcmNoaXZlLzIwMjMvMTEvZ2VuZXJhdGl2ZS1haS1nb29nbGUtZmFjdHMvNjc1OTQwL9IBAA?oc=5,2023-11-09,The Atlantic,US,en,generative ai is confusing google  the atlantic,41,8,Thursday,11,2023,4,False,False,News Outlet,https://www.theatlantic.com/newsletters/archive/2023/11/generative-ai-google-facts/675940/,www.theatlantic.com,www,7,com,90,['Damon Beres'],-0.2263,negative,"This week, we looked at how content written by generative AI is tripping up Google Search. This is evidence that the technology won’t be contained. It may alter the world in surprising ways, and not always for the better. In the three stories below, we explore the much bigger challenges that may come next."
"Grimes DJs at event calling for looser AI regulations but ""disagrees ... - NME",https://news.google.com/rss/articles/CBMiiwFodHRwczovL3d3dy5ubWUuY29tL25ld3MvbXVzaWMvZ3JpbWVzLWRqcy1hdC1ldmVudC1jYWxsaW5nLWZvci1sb29zZXItYWktcmVndWxhdGlvbnMtYnV0LWRpc2FncmVlcy13aXRoLXRoZS1zZW50aW1lbnQtb2YtdGhpcy1wYXJ0eS0zNTM0ODc00gEA?oc=5,2023-11-09,NME,US,en,grimes djs at event calling for looser ai regulations but disagrees   nme,65,14,Thursday,11,2023,4,False,False,Other,https://www.nme.com/news/music/grimes-djs-at-event-calling-for-looser-ai-regulations-but-disagrees-with-the-sentiment-of-this-party-3534874,www.nme.com,www,3,com,139,['Liberty Dunworth'],-0.8225,negative,"Grimes took on DJ duties at an event calling for looser regulations on AI. Singer-songwriter told crowds that she was against ""the sentiment of this party’ The OpenAI event was held at the 1015 Folsom nightclub in San Francisco."
‘The Moon Is A Trick’: AI Flings Greek Mythology All-Stars Into Space - Forbes,https://news.google.com/rss/articles/CBMidmh0dHBzOi8vd3d3LmZvcmJlcy5jb20vc2l0ZXMvbGVzbGlla2F0ei8yMDIzLzExLzA5L3RoZS1tb29uLWlzLWEtdHJpY2stYWktZmxpbmdzLWdyZWVrLW15dGhvbG9neS1hbGwtc3RhcnMtaW50by1zcGFjZS_SAXpodHRwczovL3d3dy5mb3JiZXMuY29tL3NpdGVzL2xlc2xpZWthdHovMjAyMy8xMS8wOS90aGUtbW9vbi1pcy1hLXRyaWNrLWFpLWZsaW5ncy1ncmVlay1teXRob2xvZ3ktYWxsLXN0YXJzLWludG8tc3BhY2UvYW1wLw?oc=5,2023-11-09,Forbes,US,en,the moon is a trick ai flings greek mythology allstars into space  forbes,65,14,Thursday,11,2023,4,False,False,Magazine,https://www.forbes.com/sites/lesliekatz/2023/11/09/the-moon-is-a-trick-ai-flings-greek-mythology-all-stars-into-space/,www.forbes.com,www,7,com,118,"['Leslie Katz', 'Kevin Payne', 'Cassidy Horton']",-0.0516,negative,"""Future Mythologies, 2023"" is a series of poems co-written with AI. The poems explore the voices and stories of Greek mythological characters. Nathaniel Stern recorded the poems in his voice and digital artist Anne Spalter created sound and images."
AI chatbot model generates complete reports on ACL tears - AuntMinnie,https://news.google.com/rss/articles/CBMimQFodHRwczovL3d3dy5hdW50bWlubmllLmNvbS9yZXNvdXJjZXMvY29uZmVyZW5jZS9yc25hLzIwMjMvZGlnaXRhbC14LXJheS1wcmV2aWV3L2FydGljbGUvMTU2MzgzNzgvYWktY2hhdGJvdC1tb2RlbC1nZW5lcmF0ZXMtY29tcGxldGUtcmVwb3J0cy1vbi1hY2wtdGVhcnPSAQA?oc=5,2023-11-09,AuntMinnie,US,en,ai chatbot model generates complete reports on acl tears  auntminnie,59,11,Thursday,11,2023,4,False,False,Other,https://www.auntminnie.com/resources/conference/rsna/2023/digital-x-ray-preview/article/15638378/ai-chatbot-model-generates-complete-reports-on-acl-tears,www.auntminnie.com,www,8,com,153,['Nov'],-0.2263,negative,"An AI chatbot called MedVisGPT can help diagnose anterior cruciate ligament (ACL) tears on knee x-rays. It can produce detailed medical reports in seconds based on conversations with users. The entire process takes less than one minute, reducing the workload of human radiologists."
"I caught my husband cheating with an AI chatbot, it's ruined my life' - Wales Online",https://news.google.com/rss/articles/CBMiUmh0dHBzOi8vd3d3LndhbGVzb25saW5lLmNvLnVrL25ld3MvcmVhbC1saWZlL2ktY2F1Z2h0LWh1c2JhbmQtY2hlYXRpbmctYWktMjgwNzUzMzLSAVZodHRwczovL3d3dy53YWxlc29ubGluZS5jby51ay9uZXdzL3JlYWwtbGlmZS9pLWNhdWdodC1odXNiYW5kLWNoZWF0aW5nLWFpLTI4MDc1MzMyLmFtcA?oc=5,2023-11-09,Wales Online,US,en,i caught my husband cheating with an ai chatbot its ruined my life  wales online,70,16,Thursday,11,2023,4,False,False,Other,https://www.walesonline.co.uk/news/real-life/i-caught-husband-cheating-ai-28075332,www.walesonline.co.uk,www,3,uk,82,['Neil Shaw'],-0.7717,negative,"Woman on Illicitencounters.com flirt forum says she's 'livid and feel so hurt' Experts warn that some people will see chatting to a 'pretend' lover online as much cheating as if you were flirting with someone real. A flood of user messages followed, throwing up some intriguing opinions."
This New Breed of AI Assistant Wants to Do Your Boring Office Chores - WIRED,https://news.google.com/rss/articles/CBMiYWh0dHBzOi8vd3d3LndpcmVkLmNvbS9zdG9yeS90aGlzLW5ldy1icmVlZC1vZi1haS1hc3Npc3RhbnQtd2FudHMtdG8tZG8teW91ci1ib3Jpbmctb2ZmaWNlLWNob3Jlcy_SAQA?oc=5,2023-11-09,WIRED,US,en,this new breed of ai assistant wants to do your boring office chores  wired,62,15,Thursday,11,2023,4,False,False,Press Release Service,https://www.wired.com/story/this-new-breed-of-ai-assistant-wants-to-do-your-boring-office-chores/,www.wired.com,www,3,com,97,"['Condé Nast', 'Will Knight', 'Reece Rogers', 'Chris Baraniuk', 'Carol Milberger', 'Nena Farrell', 'Matt Burgess', 'Gregory Barber']",-0.3182,negative,Adept AI is launching an experimental AI agent that automates common chores in a more sophisticated and potentially powerful way than chatbots like ChatGPT. ACT-2 attempts to use a computer more like a human—by making sense of the pixels on a display and then taking action to control a browser and online services.
Senate AI Insight Forum Considers Who's Liable For AI Harm - Search Engine Journal,https://news.google.com/rss/articles/CBMiZWh0dHBzOi8vd3d3LnNlYXJjaGVuZ2luZWpvdXJuYWwuY29tL3NlbmF0ZS1haS1pbnNpZ2h0LWZvcnVtLWNvbnNpZGVycy13aG9zLWxpYWJsZS1mb3ItYWktaGFybS81MDA5Nzcv0gEA?oc=5,2023-11-09,Search Engine Journal,US,en,senate ai insight forum considers whos liable for ai harm  search engine journal,69,14,Thursday,11,2023,4,False,False,Academic Journal,https://www.searchenginejournal.com/senate-ai-insight-forum-considers-whos-liable-for-ai-harm/500977/,www.searchenginejournal.com,www,3,com,101,['Roger Montti'],-0.5423,negative,"The U.S. government Senate AI Insight Forum discussed solutions for AI safety. The committee heard a solution from the perspective of the open source AI community, delivered by Mozilla Foundation President, Mark Surman. Surman: Liability should not be concentrated but rather distributed in a manner that reflects how AI is developed."
‘Big risks’: Obama and tech experts address harms of AI to marginalized communities - NBC News,https://news.google.com/rss/articles/CBMidWh0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvbmJjYmxrL2JpZy1yaXNrcy1vYmFtYS10ZWNoLWV4cGVydHMtYWRkcmVzcy1oYXJtcy1haS1tYXJnaW5hbGl6ZWQtY29tbXVuaXRpZXMtcmNuYTEyMzg1N9IBK2h0dHBzOi8vd3d3Lm5iY25ld3MuY29tL25ld3MvYW1wL3JjbmExMjM4NTc?oc=5,2023-11-09,NBC News,US,en,big risks obama and tech experts address harms of ai to marginalized communities  nbc news,79,16,Thursday,11,2023,4,False,False,News Outlet,https://www.nbcnews.com/news/nbcblk/big-risks-obama-tech-experts-address-harms-ai-marginalized-communities-rcna123857,www.nbcnews.com,www,3,com,117,"['Https', 'Media-Cldnry.S-Nbcnews.Com Image Upload Newscms Claretta-Bellamy-Byline-Jm.Jpg', 'Claretta Bellamy', 'Claretta Bellamy Is A Fellow For Nbc News.']",-0.6486,negative,"The Obama Foundation’s Democracy Forum focused on the advances and challenges of AI. Alondra Nelson, a professor of social science at the Institute for Advanced Study, said AI tools can be incorrect and even perpetuate discrimination. In polls, Black people have already expressed skepticism over the technology."
An AI chatbot goes horribly awry in Transcend's warning to ... - Ad Age,https://news.google.com/rss/articles/CBMicWh0dHBzOi8vYWRhZ2UuY29tL2NyZWF0aXZpdHkvd29yay9haS1jaGF0Ym90LWdvZXMtaG9ycmlibHktYXdyeS10cmFuc2NlbmRzLXdhcm5pbmctYWR2ZXJ0aXNlcnMtZXZlcnl3aGVyZS8yNTI3ODgx0gEA?oc=5,2023-11-08,Ad Age,US,en,an ai chatbot goes horribly awry in transcends warning to   ad age,58,14,Wednesday,11,2023,4,False,False,Other,https://adage.com/creativity/work/ai-chatbot-goes-horribly-awry-transcends-warning-advertisers-everywhere/2527881,adage.com,adage,4,com,113,[],-0.7003,negative,0
Top No Filter NSFW AI Chatbot/AI Girlfriend Review - Yahoo Finance,https://news.google.com/rss/articles/CBMiQ2h0dHBzOi8vZmluYW5jZS55YWhvby5jb20vbmV3cy90b3Atbm8tZmlsdGVyLW5zZnctYWktMjAwMDAwMDMxLmh0bWzSAUtodHRwczovL2ZpbmFuY2UueWFob28uY29tL2FtcGh0bWwvbmV3cy90b3Atbm8tZmlsdGVyLW5zZnctYWktMjAwMDAwMDMxLmh0bWw?oc=5,2023-11-08,Yahoo Finance,US,en,top no filter nsfw ai chatbotai girlfriend review  yahoo finance,56,11,Wednesday,11,2023,4,False,False,News Outlet,https://finance.yahoo.com/news/top-no-filter-nsfw-ai-200000031.html,finance.yahoo.com,finance,2,com,67,['Pr Newswire'],-0.1027,negative,0
Predator AI ChatGPT Integration Poses Risk to Cloud Services - Infosecurity Magazine,https://news.google.com/rss/articles/CBMiTmh0dHBzOi8vd3d3LmluZm9zZWN1cml0eS1tYWdhemluZS5jb20vbmV3cy9wcmVkYXRvci1jaGF0Z3B0LWludGVncmF0aW9uLXJpc2tzL9IBAA?oc=5,2023-11-08,Infosecurity Magazine,US,en,predator ai chatgpt integration poses risk to cloud services  infosecurity magazine,73,12,Wednesday,11,2023,4,False,False,Magazine,https://www.infosecurity-magazine.com/news/predator-chatgpt-integration-risks/,www.infosecurity-magazine.com,www,3,com,78,['Alessandro'],-0.2732,negative,Cybersecurity researchers at SentinelLabs have uncovered a new Python-based infostealer and hack tool named “Predator AI” The malicious tool is specifically designed to target cloud services and integrates artificial intelligence (AI) technology. The tool is primarily distributed through Telegram channels linked to hacking communities.
ACLU warns of free-speech risks in FEC oversight of AI-generated ... - Nextgov/FCW,https://news.google.com/rss/articles/CBMihAFodHRwczovL3d3dy5uZXh0Z292LmNvbS9hcnRpZmljaWFsLWludGVsbGlnZW5jZS8yMDIzLzExL2FjbHUtd2FybnMtZnJlZS1zcGVlY2gtcmlza3MtZmVjLW92ZXJzaWdodC1haS1nZW5lcmF0ZWQtZWxlY3Rpb24tYWRzLzM5MTkwMS_SAQA?oc=5,2023-11-08,Nextgov/FCW,US,en,aclu warns of freespeech risks in fec oversight of aigenerated   nextgovfcw,70,13,Wednesday,11,2023,4,False,False,Other,https://www.nextgov.com/artificial-intelligence/2023/11/aclu-warns-free-speech-risks-fec-oversight-ai-generated-election-ads/391901/,www.nextgov.com,www,6,com,132,"['Alexandra Kelley Jessie Bur', 'Alexandra Kelley', 'Jessie Bur']",-0.3612,negative,"ACLU: AI-generated content for political elections is protected as free speech under the First Amendment. The letter responds to a petition for rulemaking filed with the FEC by Public Citizen. Lawmakers like Rep. Yvette Clark, D-N.Y., have raised concerns about the capability to use AI to exacerbate misinformation."
